id,screen_name,name,location,description,url
1142712830514405377,AbingdonXr,XR Abingdon 🌍,"Abingdon, England",Extinction Rebellion Abingdon Local Group. Please DM if you'd like to find out more / join our email list / come along to a weekly pub social!,https://t.co/OSraaOca7E
1139440383182684160,XRHuntingdon,ExtinctionR Huntingdon,Huntingdon / Huntingdonshire,"Official Twitter Feed of Extinction Rebellion Huntingdon. We’re heading for Extinction, nows the time to rebel",
1138520020580032512,xr_kensington,Extinction Rebellion Kensington & Chelsea 🍃,Kensington & Chelsea,Extinction Rebellion in Borough of Kensington & Chelsea #XRWEST Email: xrboroughkc@gmail.com Facebook:https://t.co/5S4RzOiwmq,https://t.co/DfFuZ3L3rQ
1154915645378748416,XRBexley,Extinction Rebellion Bexley,"Bexley, London",#ExtinctionRebellion in the London Borough of Bexley.,https://t.co/zXsz6w1nBS
1158319915121725440,XRSlough,XR Slough 🌍✊🏿🌎✊🏽🌏✊🏻,"Slough, England","Modelling inclusive, intersectional climate justice activism from the most multi-cultural town in the UK.
📧 ➡️ xrslough@protonmail.com",https://t.co/rnXsBQKLnj
1156854239655858177,XR_Aufstand,Aufstand gegen das Aussterben #RebelForLife,,"Wir organisieren den Aufstand gegen das Aussterben von @ExtinctionR_De
#BerlinBlockieren 07.-13.10., doch die Rebellion geht weiter
https://t.co/d62bNjIDhJ",
1160535318946287617,XDartford,XR Dartford,"Dartford, South East",Extinction Rebellion Dartford #ExtinctionRebellion #MassExtinction #CimateEmergency #ActNow #everybodynow 💚🌍⏳🌱,
1141465011598090241,XRWestminster,Extinction Rebellion Westminster,,"We are in the sixth mass extinction of earth, we have to choice but to rebel. We must act now ✊🏽",https://t.co/3wMIaKCcJO
1127604313587630080,XRMCRYOUTH,XRMCR-Youth,,Extinction Rebellion collective for Manchester's youth and students.,https://t.co/K7MKtEWShg
1147176241058975744,XRTotnes,Extinction Rebellion Totnes,"Totnes, England",A ‘hotbed’ of climate action - undercover police officer | General / get newsletter: xrtotnesarea@gmail.com | Press: xrtotnesmedia@gmail.com | #ActNow,https://t.co/OSraaOca7E
1147179289055571969,ChichesterXR,Extinction Rebellion Chichester,,We welcome diversity in the Chichester area We've a passion to bring change via #NonViolentDirectAction Join Us Please https://t.co/FaZfUKU5gJ…,
1131677315270926337,XR_Newham,Extinction Rebellion Newham,,"We are dedicated to local, national and international change in the face of the climate crisis. We are the London Borough of Newham 🌱 🌍 🐝 💚 ⏳",
1151953321747521536,XRSzczecin,Extinction Rebellion Szczecin,"Szczecin, Poland",Jesteśmy pokojową grupą. Nasze działania mają na celu zmobilizować i uświadamiać ludzi o nadchodzącej katastofie klimatycznej. #KlimatnaZmianę Dołącz do nas ❗️,https://t.co/avvN8uo1T6
1135551538850672640,xrRostock,Extinction Rebellion Rostock 🌾⌛️✊🦀,"Rostock, Deutschland",Non-violent direct action for life on our unique planet earth. 🌍🌺🐝🌳#TellTheTruth #ClimateEmergency #RebelForLife #NetZero2025 rostock@extinctionrebellion.de,
1125468072897318912,XRNamur,Extinction Rebellion Namur,"Namur, Belgique",👉 https://t.co/GkfWDs0lbS,https://t.co/GkfWDs0lbS
1123498905021374465,XRN_Trondheim,XRN Trondheim,,"Extinction Rebellion Norway Trondheim For miljø, planet og liv!  Ikkevoldelige protester og sivil ulydighet Bli med!",
1119830151917760512,XR_PDX,Extinction Rebellion PDX,"Portland, OR",We are in a #ClimateEmergency — it’s time to start acting like it. Join us. #XRUS,https://t.co/8jMS3hN86V
1129061972006326272,XrLewes,XRLewes,"Lewes, East Sussex","We’re an ever growing group of people from all walks of life, determined to make a stand on climate breakdown and biodiversity loss.",
1148898956379860994,XR_Bielefeld,Extinction Rebellion Bielefeld (ⴵ),"Bielefeld, Allemagne",Gemeinsam für #ClimateJustice #JoinTheRebellion #RebelForLive Ihr wollt mitmachen? mail: bielefeld@extinctionrebellion.de oder PN - wir freuen uns auf dich!,https://t.co/L9QLFn5OgJ
1156511948772655110,XRAugsburg,Extinction Rebellion Augsburg,"Augsburg, Bayern",Aufstand gegen das Aussterben. Rebellion für das Leben.,https://t.co/d62bNjIDhJ
1134758403006316546,ExtinctionR_MT,Extinction Crisis MT 🌎⌛️,"Montana, USA",#ClimateCrisis  resource hub for Montana 🌄🌲,
1076611371633135616,XRAbergavenny,XR Abergavenny,Abergavenny and Monmouthshire,We are Extinction Rebellion. We use non-violent direct action to pressure government to respond to climate change as the existential emergency that it is.,
1151789767157268480,XRDidsbury,eXtinction Rebellion Didsbury,xrdidsbury@gmail.com,@xr_mcr fringe group. join at https://t.co/itMuLYJP4F. meeting every other Wednesday 7pm email for location...,https://t.co/tFWN3JbAmy
1137432626153885696,XrLincoln,XR Youth Lincoln,"Lincoln, England","Official Twitter account for the XR youth of Lincoln. FB: Extinction Rebellion Youth Lincoln. Insta: xryouthlincoln. Join us at the next strike, dates to come ✊",
1116198497257046016,xryouthus,XR Youth US,United States,Youth of @extinctionrebellion. We’re living in an emergency. ⚠️ It’s time to rebel. Join the fight for climate justice - DM us to get join a group.🌎 ⧖⃝,https://t.co/WsrJyjLHeq
1109092282299494400,XRNorthampton,XR Northampton 👞,"Northampton, England",• The time to act is now • 🌱🐝🦋🐾⏳Extinction Rebellion Northampton - any enquiries please feel free to DM us,https://t.co/56fnbKFRCm
1129703971378143232,XRFamilies,Extinction Rebellion Families,,"If you seek Climate Justice & wish to connect with other families worldwide, look no further. Welcome🌈🤟🏾 🌍 TAG us in your family actions so we can share 💚",
1148689150838808579,SalisburyXR,Extinction Rebellion Salisbury 🌍,"Salisbury, England","Official #ExtinctionRebellion Twitter account for Salisbury chapter ❤

Join the rebellion - send us a message or come along to one of our general meetings 🌐",
1122858502874124288,XRebellionUK,Extinction Rebellion UK 🌍,UK,"The power to solve the climate crisis lies with the people. If you want a better future, join us. #ComeTogether https://t.co/OSraaOca7E",https://t.co/DfFuZ3L3rQ
1137448760156524544,xrfrankfurt,Extinction Rebellion Frankfurt,"Frankfurt am Main, Deutschland",#ExtinctionRebellion XR_Frankfurt #Frankfurt Gewaltfrei und ungehorsam für die Rettung des Planeten. Komm vorbei: Offenes Plenum an jedem 2. & 4. Sonntag.,https://t.co/fR9YSoaUHv
1101594727957364736,XR_Weimar,Extinction Rebellion Weimar,"Weimar, Germany",#extinctionrebellion #extinctionrebellionweimar #rebelforlife #⧖ #XR #actnow #wenndunichtartigbistkommstduansbauhausoderzuextinctionrebellion,
1124247802735992832,BremenRebellion,Extinction Rebellion Bremen,"Mitte, Bremen","Nächste Aktion anlässlich Eiswette: Mo, 6.1. | 11 h | Sielwall auf Höhe Osterdeich",https://t.co/7IJjt7kipF
1148836272661848064,XR_Hamm_Fulham,Extinction Rebellion Hammersmith & Fulham ⌛️,"Hammersmith, London",Local group for #ExtinctionRebellion Hammersmith & Fulham looking to make this the #ClimateElection,https://t.co/OEOWaeLjKX
1143961488312406016,xrBraunschweig,Extinction Rebellion Braunschweig ⏳🌍,"Brunswick, Allemagne","Die Rebellion in Braunschweig. XR. #ExtinctionRebellion 💚🌍✊

Info: https://t.co/aIfMhvaadc, 
Kontakt: Braunschweig@extinctionrebellion.de",https://t.co/d62bNjIDhJ
1147900252986515457,XRLueneburg,Extinction Rebellion Lüneburg,"Lunebourg, Allemagne","Wir sind eine internationale Bewegung des friedlichen, zivilen Ungehorsams, für unseren Planeten und dessen Zukunft. Join the rebellion! 🌎",https://t.co/0TZpsCh31a
1152011284566724608,XRCalama,XR Calama,"Calama, Chile","Acción directa no-violenta y desobediencia civil, frente a la abrupta crisis climática y ecológica. ⌛️ #ExtinctionRebellion #XRChile",
1143614493370585095,XRIpswich,XR Ipswich,"Suffolk, England",The East Suffolk & Ipswich branch of Extinction Rebellion,https://t.co/pndvdgoACt
1150816761102708736,XrMuenster,XR Münster,Münster,Mitmachen: muenster@extinctionrebellion.de,https://t.co/xbYBvaFZGb
1140187788568092672,RebellionPill,Extinction Rebellion Portishead & Pill,Portishead,"#ExtinctionRebellion local group, based in North Somerset, covering Portishead, Portbury, Pill, and surrounding areas.",
1126493642263334912,ButeRebellion,Extinction Rebellion - Bute,,Extinction Rebellion on the Isle of Bute.  Representing the voices of coastal communities in Argyll and Bute.,
1135377694806274048,XRebellionWA,XRebellionWA ⌛️,"Western Australia, Australia",#WesternAustralia is home to one of Gaia’s greatest #biodiversity hot spots. Let's protect it. #RebelforLife #ExtinctionRebellion #XRWA,https://t.co/8MY6CMtMy1
1138088307693367296,XRPeterborough,XR Peterborough,,This is the Peterborough Extinction Rebellion Page. We are a non-violent direct action movement demanding urgent action in the face of a climate emergency.,
1147946639077892096,XRDarmstadt,Extinction Rebellion Darmstadt ⌛️,"Darmstadt, Deutschland","#XRDarmstadt / Ortsgruppe von #ExtinctionRebellion / Wir stehen für kreativen, friedlichen Protest und zivilen Ungehorsam.",https://t.co/AaIuDLuYAh
1124380261708382209,MalvernXR,XR Malvern Hills 🌳🦋🦉,"Great Malvern, England, Planet",Local branch of @ExtinctionR. Time is running out to stop #ClimateBreakdown and #EcologicalCollapse. This is a #ClimateEmergency - Join us!,
1119210882884677633,XRNE_UK,XRNE,,Extinction Rebellion North East | Events | Education | Newcastle | Gateshead | Durham | Northumberland | Teeside | 💚🌍✊,https://t.co/tuo8KcRaYE
1104702887823839232,KingtonXr,KingtonXR,,Proud town in the Marches campaining for climate justice,
1130938935742488577,XR_Thueringen,Extinction Rebellion Thüringen,"Thüringen, Deutschland",#ExtinctionRebellion Kontakt: thueringen@extinctionrebellion.de,https://t.co/vM7a1BkPnX
1065995904572973056,XR_York,Extinction Rebellion York,,The York branch of #extinctionrebellion Fighting the existential threat of climate change.,https://t.co/6TaDweQSbN
1054488068110147584,ExtinctionRLds,ExtinctionRLeeds,"Leeds, England",#ClimateBreakdown is happening right now. Keep updated with the Leeds branch of the Extinction Rebellion.,https://t.co/BOawDws4Gr
1120839662476701701,RebelCardiff,Cardiff Extinction Rebel,"Cardiff, Wales","Saving the World is a big job; the only way to do it is if everyone wants to do it with you.
Member of @XRCardiff",
1134407954101395457,DortmundXr,Extinction Rebellion Dortmund,"Dortmund, Deutschland",Radikal und friedlich für eine Nachhaltigkeitsrevolution - jetzt! Join the Rebellion! #ActNow! #RebelForLife! #hopedies #actionbegins,https://t.co/AwWpYIlApW
1146705565986557952,XRCymraeg,XR Cymraeg,,Grŵp Cymunedol i gefnogwyr XR sy’n siarad Cymraeg.,https://t.co/QacZJvAGI0
1138440351562305538,xryouthcambs,XR Youth Cambridge 🌍,"Cambridge, England",We are the youth of @xr_cambridge. Rebel for life,https://t.co/7Xvmpp2d2M
1139443963914534912,XRBulgaria,Extinction Rebellion Bulgaria,Bulgarie,,
1142363660096102400,xryouthbristol,XR Youth Bristol ⏳,,XR Youth group based in Bristol! Message us with any inquiries! Instagram: @xryouthbristol,
1125069829239595008,XR_Korea,멸종저항 Extinction Rebellion Korea,,"멸종저항의 한국 챕터입니다. 기후변화가 아니라 기후파괴의 수준인데도 정부는 어떤 이야기도 하지 않고 있습니다. 대기업의 미세먼지 배출량 속이기, 축산업이 지구온난화에 미치는 영향 숨기기. 더이상 두고보지 않을 것입니다.  #ClimateBreakdown #XR",
1140931204771958784,XRebellionInd,Extinction Rebellion India,,"The people of India are coming together and demand urgent action on the rapidly escalating Climate and Ecological Crisis. 

Explore our linktree for more!",https://t.co/Fne6LRr4Rw
1083677533411913728,RebellionClimat,Extinction Rebellion - BZH,France,Au Printemps 2019 : une vraie Révolution pour le Climat et la Biodiversité. Compte d'un breton engagé.,
1127522440387624966,XRYSomerset,Extinction Rebellion Youth Somerset,,"We are a local network for Somerset members of Xryouth, giving the young people a voice locally, and decentralising activities!",
1132706382782881793,BarnetXR,Barnet XR (Extinction Rebellion Barnet NW London),,https://t.co/WYTz5V1PIm Environmental Group in Barnet Rebelling for LIFE against the 6th mass extinction.,https://t.co/rJ48YBanXX
1136674482385555457,XRChippenham,Extinction Rebellion Chippenham,"Chippenham, Wiltshire",Environmental Action & Regenerative Culture,https://t.co/gCJRpK6g8U
1120999294818037760,XR_Paca,Extinction Rébellion PACA,Provence-Alpes-Côte d'Azur,"Il est temps de se rebeller.

Rejoignez-nous !   

Page FB: https://t.co/pvZNkMjU2n     
Instagram : https://t.co/fQRIZEOuel",https://t.co/z1I0HhVZT3
1118981647821606913,XRUtrecht,Extinction Rebellion Utrecht,Utrecht,Utrechtse afdeling van #ExtinctionRebellion. Geweldloze burgerlijke ongehoorzaamheid tegen klimaatverandering. Sluit je bij ons aan!,https://t.co/oS1KdmenX2
1129680781499084800,UkExtinction,extinction rebellion norfolk uk,,act now! extinction is for ever,
1135997137202896897,XRHavering,Extinction Rebellion Havering,Havering,"The science is clear, we are in the sixth mass extinction on earth. #XR is a campaign against government inaction. #ExtinctionRebellion #Havering",https://t.co/t9vNB6oqVv
1130144796822188033,XRYSELondon,XR Youth SE London,"Greenwich, London","🐝 ⌛️ 🌱XR Youth group for Greenwich, Lewisham and Southwark boroughs. Formerly XRY Greenwich",
1103654085201403905,XRTheHague,Extinction Rebellion The Hague,"La Haye, Pays-Bas",Worldwide non-violent direct action political movement against the climate crisis and species extinction,https://t.co/hc31MXD2qg
1099046420412329989,XRGaliza,XRGaliza,,Sumámonos na Galiza á rebelión internacional non violenta contra a extinción de especies e a crise ecolóxica,
1137970584392994816,xrskane,xrskane 💚🦋⌛️,,"XR Skåne är Extinction Rebellion i Skåne. We are the Extinction Rebellion of Skåne, we want action, we want climate justice! - Join the xr! Swish: 1231600063",
1132309190167420928,ExtinctionReb19,Extinction Rebellion Paderborn,,Extinction Rebellion Paderborn,
1133688679644520448,XRZurich,Extinction Rebellion Zürich,"Zurich, Suisse",Rebellion für das Leben,https://t.co/EjuJa4D0k8
1135641958234435587,RebellionBy,Extinction Rebellion Shoreham by Sea,"Shoreham-by-Sea, England",Official Twitter account for Extinction Rebellion Shoreham by Sea. Sign up to our newsletter here https://t.co/WMjqSfKWDY,https://t.co/QKz6hJzzgt
1129462781160431619,XRCheltenham,Extinction Rebellion Cheltenham,"Cheltenham, Gloucestershire","WEEKLY MEETING: Every Tuesday, 7pm @ Bayshill Unitarian Hall
FB: https://t.co/uVfNr1Nbnx
IG: https://t.co/V7SLivN9r2",https://t.co/rQCNHWgoMS
1119962020810559488,AachenRebellion,Extinction Rebellion Aachen,"Welthaus, An der Schanz 1",Die Aachener XR Gruppe.,https://t.co/d62bNjIDhJ
1131383597871620107,XRLongmont,Extinction Rebellion Longmont,"Longmont, CO",#Longmont #Colorado chapter of #ExtinctionRebellion. Non-violent direct action & civil disobedience for action on the 6th mass extinction.,https://t.co/F5OthBaPBE
1130875784170811394,XRSiegen,Extinction Rebellion Siegen,"Siegen, Deutschland",Extinction or Rebellion? ⌛️,https://t.co/d62bNjIDhJ
1131929050539352069,BochumXr,Extinction Rebellion Bochum,,,
1124994089286500352,XR_Goettingen,Extinction Rebellion Göttingen,"Göttingen, Allemagne","Friedlicher ziviler Ungehorsam für das Überleben in Zeiten von #Artensterben und #Klimakrise. 

goettingen@extinctionrebellion.de",https://t.co/cpcsdCDcBS
1143662178135941121,XRCanarias,XR Canarias,"Iles Canaries, Espagne",Nos Rebelamos ⏳🌍               xrcanarias@gmail.com,
1142793611731447809,boycottfashion,XR Boycott Fashion,,This is an emergency. We must stop pointless consumption or face extinction. Say no to new for 52 weeks. 👇 #XR52 #BoycottFashion REPAIR. REWARE. RELOVE. REBEL,https://t.co/3wWUmuFEzO
1131695993983053824,XRBadalona,Rebel·lió o extinció Badalona 🌍🌡️💀,,"Rebel·la't per la vida, acció directe no violenta i desobediència civil, contra la inacció en front la crisis climàtica de les elits polític-econòmiques. 🌎✊",
1145163514295803904,XRValdivia,XR Valdivia,"Valdivia, Chili","Acción directa no-violenta y, desobediencia civil, frente a la abrupta crisis climática y ecológica. ⌛️ #ExtinctionRebellion #XRChile",https://t.co/Ocn5NnzIHe
1140090069950316546,OntarioXr,Extinction Rebellion Ontario,,"⚠️This is an Emergency⚠️ Extinction Rebellion is in Ontario, Canada. 🇨🇦 #RebelForLife",https://t.co/OSraaOca7E
1140377175633346561,XRMerton,XR Merton ⏳,"Merton, London","🌍 Local XR group for SW, SM, KT, CR residents 🌍 #ThisIsAnEmergency",https://t.co/SsB0uZHUyw
1145655520726065153,xrvalpo,Extinction Rebellion,,"⏳Se acaba el tiempo ⌛ es momento de rebelarse por la vida. Se ha desatado una extinción masiva de especies, nosotrxs somos los siguientes. Únete a la lucha! 💪",https://t.co/goItIfLWRV
1141632152381116417,XRLandau,Extinction Rebellion Landau,Landau in der Pfalz,Wir befinden uns inmitten eines ökologischen Notstandes. Dies ist der Aufstand für das Leben.,https://t.co/d62bNjIDhJ
1134188850643951618,XRLasPalmas,Extinction Rebellion Las Palmas,,"Extinction Rebellion Las Palmas, Islas Canarias. (_nueva_ cuenta, definitiva)",
1143067477016031232,IsraelRebellion,XR Israel המרד בהכחדה 🌍,Israel,,https://t.co/5RBgk3ztFM
906793394,Hordago_org,Hordago,"Pamplona - Iruña, Navarra","Blog 15M Pamplona / Iruña - Constituyentes
#15M #Democracia #ProcesoConstituyente...
Nada de esto existirá en un mundo muerto #ExtinctionRebellion #FFF",
1128763534052089856,XR_Essen,Extinction Rebellion Essen,"Essen, Allemagne","•Diskriminierungen jeder Art werden nicht toleriert•

Onboarding & Offene Treffen im Januar: 08.01. + 22.01 im 'Fachgeschäft für Stadtwandel' ab 18:30 Uhr",https://t.co/xbYBvaFZGb
1124405302055534593,xrhannover,Extinction Rebellion Hannover,"Region Hannover, Niedersachsen","Offenes Treffen, 5.12. 19:00  Lilienstr. 16b, 30167 Hannover
#ExtinctionRebellion #RebelForLife #ActNow #ClimateBreakdown #TellTheTruth",https://t.co/7fw4XyGJr7
1132841469058805761,XRBoulder,Extinction Rebellion Boulder,"Boulder, CO",#Boulder #Colorado chapter of #ExtinctionRebellion. Non-violent direct action & civil disobedience for action on the 6th mass extinction.,https://t.co/7ni5ae6eqz
1126131217332604928,XR_Halle,XR Halle,"Halle (Saale), Allemagne","Extinction Rebellion Halle/Saale, Germany

Join the Rebellion! Halle@Extinctionrebellion.de",
1140009442068652033,XRPolska,Extinction Rebellion Polska,Pologne,"Polska nie jest samotną wyspą. Klimat nie zna granic. Gospodarka, będąca źródłem naszego obecnego dobrobytu, jest uzależniona od stanu środowiska. #RebelForLife",https://t.co/nT6Tdzkyl2
1126065965341585414,xrsaar,XR Saarbrücken,"Saarbrücken, Germany",Gewaltfreie und friedliche Rebellion gegen das Massensterben. #ExtinctionRebellion #ActNow,https://t.co/d62bNjIDhJ
1134897497455902721,XRCastellon,XRCastellón,"Castellón, Comunidad Valencian","Iniciamos aquí un camino largo y difícil. El planeta está en visos de un Cambio Climático Terrible, y debemos prepararnos desde ya con medidas drásticas.",https://t.co/GGJQLgU6fT
1117175760916082688,aclimaticamx,Acción Climática México,"Guadalajara, Jalisco",Estamos delante del reto más grande de la historia de la humanidad. Somos un colectivo que reconoce la emergencia climática y llama a la acción para combatirla.,https://t.co/n0HyIABB8F
1128995092100984832,XGoteborg,XR Göteborg,Göteborg,"Officiellt twitterkonto för Extinction Rebellion  Göteborg. Official channel for Extinction Rebellion Gothenburg, Sweden.",
1119709956826071045,XRLuzern,XR Luzern,,NVDA - Non Violent Direct Action,https://t.co/Qe6btLoJeN
1124290597890809858,xr_maastricht,xrmaastricht,"Maastricht, Pays-Bas",Extinction Rebellion Maastricht,https://t.co/hWyLbeJU1b
1129749798117150720,XR_Madison,Extinction Rebellion Madison,"Madison, WI","Inspired by the international XR movement, we are a small group aiming to mobilize a critical mass locally in Madison, WI. You are so welcome to join us.",
1133422388685746177,XRSevilla,Salmorejo Rebelde - Extinction Rebellion Sevilla,"Séville, Espagne",Por la Justicia Climática - Somos un colectivo basado en la Acción Directa Noviolenta y en la Desobediencia Civil. Formamos parte de Extinction Rebellion.,
1147812029853523968,XR_Strasbourg,Extinction Rebellion Strasbourg,"Strasbourg, France","XR Strasbourg
⏳ Joins-toi à nous ! ⏳
https://t.co/BtcyrNmJYI
https://t.co/MqijVoSAra",
1130544374889308160,XRBaltimore,Extinction Rebellion Baltimore,"Baltimore, MD",Demanding action on #ClimateBreakdown in Baltimore & across the Earth through direct action & civil disobedience https://t.co/QohG7jitSy https://t.co/0UqZ2xf9Z1,https://t.co/vODbmHLl9Y
1125910503484809221,XRIbiza,Extinction Rebellion Ibiza,,,
1124404850844942336,ExtinctionRGsy,Extinction Rebellion Guernsey,Guernsey ,"Guernsey people for the prevention of #climatebreakdown. 

#TelltheTruth on climate change, for a #Zerocarbon2025 Guernsey and a local #CitizensAssembly",
1132737805375934464,RegionalXr,XR Newsletter Regional Coordinator,,"XR Regional Coordinators! Please contact me if you have an upcoming or past event or story for the newsletter. title, dates, 150 words, pic (if poss)",
1132240555591835648,XRWalthamForest,Extinction Rebellion Waltham Forest,Waltham Forest,"We are facing #climatecrisis and #ecologicalcollapse. Time is running out. Join the rebellion: take action, find hope. #extinctionrebellion #rebelforlife",https://t.co/3wMIaKCcJO
1111612341500694534,BromleyExtinctR,XR Bromley,"Bromley, London","We're the Bromley (London) group of Extinction Rebellion, affiliated to @XRLondon @ExtinctionR. Talking about why the climate crisis matters in Bromley.",https://t.co/EzEWQptMqE
1129903761336356864,XRVancouverBC,Extinction Rebellion Vancouver,,"Stay updated on the latest #XRvan events in the Lower Mainland. Carbon neutral BC 2025.

Facebook & events:
https://t.co/8gQgVSVl86",https://t.co/8YP80I449L
1105575774822780929,XRTowerHamlets,XR Tower Hamlets ⧖⃝,"London, England",Extinction Rebellion Tower Hamlets https://t.co/Lu495pkfkx Declare a #ClimateEmergency in #TowerHamlets!,https://t.co/FYgSn6vq6v
1101075202094579712,XRHackney,Extinction Rebellion Hackney,"Hackney, London",News from Extinction Rebellion Hackney! Join #ExtinctionRebellion We meet at the Round Chapel on Mondays at 8.30pm. Induction Meeting for new members at 7.45pm,https://t.co/3wMIaKCcJO
1094518691851616256,XRWandsworth,XR Wandsworth ⏳,"Wandsworth, London",Trying to support and communicate all things #ExtinctionRebellion in Wandsworth - Who’s with us? #ClimateBreakdown,
1114559727432818688,XRHudds,Extinction Rebellion Huddersfield,"Huddersfield, England",,
1114995035957858306,XR_Kassel,Extinction Rebellion Kassel,"Kassel (Hessen), Germany ",Kasseler Ortsgruppe der @ExtinctionR_DE Aufstand gegen das Aussterben #ActNow kassel@extinctionrebellion.de,https://t.co/kBLzEZcLLB
1132144249816768512,XRNewEngland,XRNewEngland,,"Massachusetts, Vermont, Connecticut, New Hampshire, Rhode Island, Maine

The Climate Revolution is Real

https://t.co/4Br8pM7O5R

https://t.co/OSraaNUyJ4",
1130767605168574464,XRLewisham,Extinction Rebellion Lewisham,"Lewisham, London","Local Lewisham group of #ExtinctionRebellion. This is a climate and ecological emergency. Join us to demand the UK Government acts now, before it's too late.",https://t.co/5Iaaa7jBQt
1126820876916264961,FarnhamXr,XR Farnham ⧖,"Farnham, England",We are a concerned group of local residents in Farnham Surrey exploring ways to raise awareness of #ClimateBreakdown and #EcologicalCollapse and take action.,
1120032948999340033,WinchesterXr,XRWinchester,"Winchester, England",Extinction Rebellion Winchester. Rebel for life! Look for XR Winchester on Facebook. Contact us at XRWinchester@gmail.com,
1124667095894065157,ExtinctionD,Extinction Rebellion Dacorum,"Berkhamsted, England","Hemel, Berkhamsted, Tring. We're XR for the borough of Dacorum and we're rebelling for life.",
1108839120217034752,StroudXR,XR-Stroud,,We have so little time left - now we have to act,
1129012924805206016,xrkingslynn,@XRKingsLynn&WestNorfolk,West Norfolk,Extinction Rebellion King's Lynn and West Norfolk - come join us. Meeting alternate weeks in Downham Market & King's Lynn.,https://t.co/HVYU4MxA1Q
1124707215519170561,XR_BSE,Extinction Rebellion Bury St Edmunds,,Bury St Edmunds XR group,
1129017271010172929,xr__ni,Extinction Rebellion NI,Northern Ireland,#ExtinctionRebellion Northern Ireland branch. Stop ecological & climate breakdown. NVDA Instagram: @xr__ni https://t.co/fdFzDIzlZz,https://t.co/m6lza4W2dQ
1129341362783039489,XRBrentLondon,Extinction Rebellion Brent 🌍🕊💚 (London),"Brent, London",Local & global resistance against #ClimateBreakdown and #EcologicalCollapse. This is a climate emergency! 🐝⌛️🚨https://t.co/bCqq4PQazY,https://t.co/WpRH21LIKc
1132614138306408448,east_xr,XR Waveney East,,"Extinction Rebellion Waveney East - for the good folk of Beccles, Bungay, Halesworth and Lowestoft",
1121150290005307393,xrpetersfield,XRPetersfield,"Petersfield, England",Non-violent direct action and civil disobedience for action on #ClimateBreakdown and #EcologicalCollapse. This is an emergency - #RebelForLife. #Petersfield 🌍,
1116936548958732288,xrdorking,Extinction Rebellion Dorking,"Dorking, Surrey, UK.","Email us on xrdorking@gmail.com. Open meeting Wednesdays 7.30PM United Reformed Church, come along.",https://t.co/ZICogZewTU
1127496960099983368,BonnXr,XR Bonn,"Bonn, Allemagne",Extinction Rebellion Bonn - gemeinsam und gewaltfrei kämpfen wir für unseren Planeten 🌏 und gegen das Aussterben. Mach mit! ✊💚,https://t.co/je5V8a8Rr0
1128290250189619200,XRGuildford,Extinction Rebellion Guildford,"Guildford, England",Guildford residents demanding the government and Surrey County Council take action on the #climateemergency.  JOIN US! 💚🌏🌱,https://t.co/CCfDaSduom
1111309747125395462,xrbham,Extinction Rebellion Birmingham,"Birmingham, England","We are the Birmingham, UK branch of Extinction Rebellion!",https://t.co/VdC5Yt4lhN
1134466459659309056,XR_Erlangen,XR Erlangen,"Erlangen, Allemagne","We‘re ready for rebellion. Mach mit. Gewaltfrei. Regenerativ.
#TellTheTruth #RebelForLife #ActNow 🌍⏳🌱
✊🏿✊🏾✊🏽✊🏼✊🏻",https://t.co/oWPNXToi9w
1110833701783506944,BroteXr,El Brote XR- Extinction Rebellion Cádiz,"Cadix, Espagne","Colectivo que lucha por la Justicia Climática, Ecológica y Social, Feminista y de Desobediencia civil noviolenta de Cádiz. Vinculad@s a Extinción Rebelión.",https://t.co/QyJR3mpLaA
1110802444387303425,XRChelmsford,Extinction Rebellion Chelmsford,Chelmsford,Chelmsford arm of Extinction Rebellion. Non-violent direct action & civil disobedience  for action on the climate  & ecological crisis.,https://t.co/95U0qAFIGr
1110321595179061253,HullRebellion,Extinction Rebellion Hull,"Hull, England","This is an emergency ⚠️ Climate breakdown and ecological collapse threaten our existence. To protect our future, we choose to rebel. We are XR Hull. ✊🌍💚",
1105541101564424192,XrWest,XRWestCornwall,West Cornwall,Extinction Rebellion rebels from West Cornwall.,
1108388374451286016,RebellionNd,ExtinctionRebellionND,"South West, England",North Devon arm of Extinction Rebellion. Non-violent direct action & civil disobedience  for action on the climate  & ecological crisis.,https://t.co/OSraaOca7E
1126615663387320322,ChirperTensing,Extinction Rebellion Luton,"Luton, England",,
1129042214242406400,XRNewark,XRNewark&Sherwood,Newark and Sherwood,XR Newark & Sherwood are concerned local people who demand government take action on climate change. #ACTNOW #CLIMATE EMERGENCY #VOTEFORTHEPLANET 🌎🌳🦉🐝,https://t.co/8cUicdhusf
1131647548492525573,xr_potsdam,Extinction Rebellion Potsdam,"Potsdam, Allemagne",Potsdam branch of the XR-movement. Non-violent civil disobedience for #ClimateJustice! (⧖) Friedlicher ziviler Ungehorsam für Klimagerechtigkeit!,https://t.co/BC0I5dYHEn
1084011129632944128,RebExtGramenet,Rebel·lió o Extinció Gramenet,,Grup d'acció per a la lluita contra el canvi climàtic de Santa Coloma de Gramenet. Rebel·lio o extinció? tu tries,
1110890099062030337,XRGranada,Extinction Rebellion Granada,"Grenade, Espagne",Cuenta oficial del movimiento social global #ExtinctionRebellion en #Granada.  Únete escribiéndonos a: xrgranada@extinctionrebellion.es,https://t.co/9q4c0mpWIG
